ip;network-operator;router vendor;model version;firmware version;successful protocols;Geo;AS-Number;BGP-Prefix;Org
168.181.236.1;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;265351.0;168.181.236.0/23;INFOARTES TELECOM LTDA
168.181.236.10;;;;;http80,ssh;BRA;265351.0;168.181.236.0/23;INFOARTES TELECOM LTDA
168.181.236.192;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;265351.0;168.181.236.0/23;INFOARTES TELECOM LTDA
168.181.236.2;;;;;http80,ssh;BRA;265351.0;168.181.236.0/23;INFOARTES TELECOM LTDA
168.181.237.5;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;265351.0;168.181.236.0/23;INFOARTES TELECOM LTDA
168.181.239.0;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;265351.0;168.181.238.0/23;INFOARTES TELECOM LTDA
168.181.239.9;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;265351.0;168.181.238.0/23;INFOARTES TELECOM LTDA
168.194.11.79;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265388.0;168.194.11.0/24;MF Telecomunicacao Eireli - ME
168.194.15.174;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;BRA;265377.0;168.194.15.0/24;FLASH NET TELECOMUNICACOES LTDA - ME
168.194.18.105;;Mikrotik;RB3011UiAS;RouterOS;snmp;BRA;273800.0;168.194.18.0/24;CONNECT INTERNET BANDA LARGA LTDA ME
168.194.191.60;;Mikrotik;;RouterOS,v6.49.7;http80;BRA;265407.0;168.194.188.0/22;TMK NET LTDA
168.194.215.100;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.103;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.104;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.106;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.107;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.112;;;;;http80,http8080;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.115;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.116;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.117;;ZTE;;V9.1.0;http80,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.118;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.122;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.126;;;;;https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.127;;;;;http8080;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.68;;ZTE;;V9.1.0;http80,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.82;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.83;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.84;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.85;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.88;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.89;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.93;;;;;http80,http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.215.98;;;;;http8080,https443;BRA;265409.0;168.194.215.0/24;RNET SERVICOS DE INTERNET LTDA
168.194.35.143;;;;;http80,http8080,https443,ssh;ARG;264743.0;168.194.35.0/24;CORDOBA IP SRL
168.194.88.1;;Mikrotik;RB3011UiAS;RouterOS;snmp;MEX;262913.0;168.194.88.0/24;Konecta de Mexico
168.195.15.105;;;;;http8080;BRA;53186.0;168.195.15.0/24;LINSAT - SISTEMAS DE TELEVISAO E DADOS SC LTDA
168.195.168.152;;Mikrotik;;RouterOS,v7.8;http80,https443;BRA;265436.0;168.195.168.0/24;SkyNet Telecomunicacoes
168.195.168.153;;Mikrotik;;RouterOS,v7.8;http80,https443;BRA;265436.0;168.195.168.0/24;SkyNet Telecomunicacoes
168.195.168.154;;Mikrotik;;RouterOS,v7.8;http80,https443;BRA;265436.0;168.195.168.0/24;SkyNet Telecomunicacoes
168.195.168.155;;Mikrotik;;RouterOS,v7.8;http80,https443;BRA;265436.0;168.195.168.0/24;SkyNet Telecomunicacoes
168.195.171.227;;ZTE;;;http80,http8080,https443;BRA;265436.0;168.195.171.0/24;SkyNet Telecomunicacoes
168.196.164.66;;;;;http80,https443,ssh;BRA;265468.0;168.196.164.0/24;BRASIL NETWORKS LTDA
168.196.165.116;;;;;https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.12;;;;;http8080,https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.13;;;;;http80;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.142;;;;;https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.184;;;;;https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.212;;;;;http80,http8080,https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.237;;Hikvision;;;http80;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.242;;;;;http80,https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.244;;Mikrotik;;RouterOS,v6.45.8;http80;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.45;;Mikrotik;RB OmniTIK UPA-5HnD r2;RouterOS;snmp;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.47;;;;;https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.57;;;;;https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.71;;;;;http80,http8080;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.165.9;;;;;https443;BRA;265468.0;168.196.165.0/24;BRASIL NETWORKS LTDA
168.196.167.70;;;;;http80,https443;BRA;265468.0;168.196.164.0/22;BRASIL NETWORKS LTDA
168.196.225.161;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.225.162;;;;;http80;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.225.163;;;;;http80,http8080;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.225.164;;ZTE;;;http80;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.225.165;;ZTE;;;http80;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.225.250;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.225.57;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;ARG;264765.0;168.196.224.0/23;VANET TELECOMUNICACIONES S.R.L.
168.196.49.246;;;;;http80,http8080,https443;BRA;52974.0;168.196.49.0/24;Henet Telecomunicacoes Ltda
168.197.112.160;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;52573.0;168.197.112.0/24;Une Telecom Ltda
168.197.12.83;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.12.84;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.12.85;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.12.86;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.12.88;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.12.91;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.12.95;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.13.48;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.13.49;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.13.50;;;;;http80,http8080,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.13.52;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.13.54;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.13.55;;;;;http80,https443,ssh;BRA;265463.0;168.197.12.0/23;G4 Ltda
168.197.15.26;;Mikrotik;RB4011iGS+;RouterOS;snmp;BRA;265463.0;168.197.14.0/23;G4 Ltda
168.197.82.139;;;;;ssh;BRA;264386.0;168.197.82.0/24;MMM E G TELECOMUNICACOES LTDA - ME
168.197.82.142;;;;;ssh;BRA;264386.0;168.197.82.0/24;MMM E G TELECOMUNICACOES LTDA - ME
168.197.82.148;;;;;ssh;BRA;264386.0;168.197.82.0/24;MMM E G TELECOMUNICACOES LTDA - ME
168.197.82.169;;;;;ssh;BRA;264386.0;168.197.82.0/24;MMM E G TELECOMUNICACOES LTDA - ME
168.205.217.249;;Mikrotik;;RouterOS,v6.48.6;http80;BRA;264869.0;168.205.217.0/24;SPEED MAX TELECOMUNICACOES LTDA ME
168.205.217.80;;Mikrotik;;RouterOS,v6.44.5;http80;BRA;264869.0;168.205.217.0/24;SPEED MAX TELECOMUNICACOES LTDA ME
168.205.218.21;;;;;http80;BRA;264869.0;168.205.218.0/24;SPEED MAX TELECOMUNICACOES LTDA ME
168.205.218.57;;Mikrotik;;RouterOS,v6.48.6;http80;BRA;264869.0;168.205.218.0/24;SPEED MAX TELECOMUNICACOES LTDA ME
168.205.218.6;;Mikrotik;;RouterOS,v6.48.6;http80;BRA;264869.0;168.205.218.0/24;SPEED MAX TELECOMUNICACOES LTDA ME
168.205.218.62;;;;;http80,http8080;BRA;264869.0;168.205.218.0/24;SPEED MAX TELECOMUNICACOES LTDA ME
168.227.164.165;;Mikrotik;RB750Gr2;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.166;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.167;;Mikrotik;RB1100x4;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.2;;;;;http8080;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.230;;Mikrotik;CCR1016-12G;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.66;;Mikrotik;RB2011UiAS;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.69;;;;;http80,http8080,https443;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.164.70;;;;;http8080,https443;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.165.1;;Mikrotik;RB750Gr3;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.165.193;;Mikrotik;CCR1016-12G;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.165.194;;;;;ssh;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.165.195;;;;;ssh;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.165.234;;Mikrotik;RB450;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.227.165.49;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;BRA;264477.0;168.227.164.0/22;FLIX TELECOM
168.228.193.66;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;HND;263725.0;168.228.193.0/24;MULTICABLE DE HONDURAS
168.228.193.71;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp;HND;263725.0;168.228.193.0/24;MULTICABLE DE HONDURAS
168.228.228.3;;;;;http8080,ssh;BRA;264919.0;168.228.228.0/24;Ultraceu Ltda
168.228.228.5;;;;;http8080;BRA;264919.0;168.228.228.0/24;Ultraceu Ltda
168.228.228.6;;;;;http80,https443;BRA;264919.0;168.228.228.0/24;Ultraceu Ltda
168.228.229.10;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.101;;;;;http80,https443,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.104;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.105;;Huawei;;;http80,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.106;;;;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.109;;Mikrotik;;RouterOS,v6.49.7;http80;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.111;;Huawei;;;http80;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.114;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.116;;;No.,Roteador Wireless Dual Band AC1200;;http80,http8080;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.118;;;;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.125;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.127;;;;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.136;;;;;http80,https443,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.151;;;;;http80;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.16;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.17;;TP-Link;AX1800 Dual Band Wi-Fi 6 GPON Router,XX230v;;http80;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.19;;TP-Link;AX1800 Dual Band Wi-Fi 6 GPON Router,XX230v;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.22;;TP-Link;AC750 Wireless Dual Band Router,Archer C20;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.24;;;No.,Roteador Wireless N 300Mbps,TL-WR849N;;http80,http8080;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.250;;TP-Link;Roteador Wireless N 300Mbps,TL-WR840N;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.29;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,EC220-G5;;http80,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.36;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,EC220-G5;;http80,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.51;;TP-Link;AC750 Wireless Dual Band Router,Archer C20;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.52;;;;;http80,http8080,https443,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.55;;;No.,Roteador Wireless N 300Mbps,TL-WR849N;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.57;;;;;http80,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.61;;Huawei;;;http80,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.62;;;;;http80,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.65;;TP-Link;Roteador Wireless N 300Mbps,TL-WR849N;;http80,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.69;;;;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.70;;;;;http80,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.8;;TP-Link;AX1800 Dual Band Wi-Fi 6 GPON Router,XX230v;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.88;;;;;http80,ssh;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.229.95;;;Archer C50,No.,Roteador Wireless Dual Band AC1200;;http80,http8080,https443;BRA;264919.0;168.228.229.0/24;Ultraceu Ltda
168.228.231.228;;;;;http80,https443,ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.231.229;;;;;ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.231.245;;;;v6.7.2;http80,https443,ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.231.250;;;;;ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.231.252;;;;;http80,https443,ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.231.253;;;;;http80,http8080,https443,ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.231.254;;;;;ssh;BRA;264919.0;168.228.231.0/24;Ultraceu Ltda
168.228.4.114;;Mikrotik;;RouterOS,v6.47.10;http80;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.120;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.121;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.122;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.123;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.124;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.125;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.126;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.127;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.202;;;;;http80,http8080,https443,ssh;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.4.212;;;;;http80,http8080,https443;BRA;264899.0;168.228.4.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.5.125;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp;BRA;264899.0;168.228.5.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.5.66;;;;;https443;BRA;264899.0;168.228.5.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.5.74;;;;ledE;http80,http8080,https443,ssh;BRA;264899.0;168.228.5.0/24;R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E
168.228.51.49;;Mikrotik;RB3011UiAS;RouterOS;snmp;CRI;262145.0;168.228.51.0/24;Cooperativa de Electrificacion Rural de San Carlos R.L. Coopelesca R.L.
168.232.100.34;;;;;http80,http8080,https443;ECU;273035.0;168.232.100.0/24;CORPORACION LORIATELECOM S.A.S.
168.232.100.39;;;;;http80,https443;ECU;273035.0;168.232.100.0/24;CORPORACION LORIATELECOM S.A.S.
168.232.100.96;;;;;http80;ECU;273035.0;168.232.100.0/24;CORPORACION LORIATELECOM S.A.S.
168.232.101.38;;;;;http80,https443;ECU;273035.0;168.232.101.0/24;CORPORACION LORIATELECOM S.A.S.
168.232.46.49;;Mikrotik;;RouterOS,v6.45.3;http80;BRA;264949.0;168.232.46.0/23;REAL LINK PROVEDOR DE INTERNET EIRELI
168.245.254.253;;;;;http80,https443,ssh;CAN;21570.0;168.245.254.0/24;ACI-1
168.253.112.173;;ZTE;;;http80,https443;NGA;37347.0;168.253.112.0/24;NGCOM
168.253.112.54;;ZTE;;;http80,https443;NGA;37347.0;168.253.112.0/24;NGCOM
168.253.114.133;;;;;http80,https443;NGA;37347.0;168.253.114.0/24;NGCOM
168.253.114.139;;;;;http80;NGA;37347.0;168.253.114.0/24;NGCOM
168.253.114.54;;;Linux jude_amaefule 2.6.32.27 #1 Wed Oct 13 15:32:16 UTC 2021 mips;;http80,snmp,ssh;NGA;37347.0;168.253.114.0/24;NGCOM
168.253.114.69;;;;;http80,https443;NGA;37347.0;168.253.114.0/24;NGCOM
168.253.115.209;;;;;http80,https443,ssh;NGA;37347.0;168.253.115.0/24;NGCOM
168.253.115.29;;ZTE;;;http80,https443;NGA;37347.0;168.253.115.0/24;NGCOM
168.253.115.72;;;;;http80,https443,ssh;NGA;37347.0;168.253.115.0/24;NGCOM
168.253.116.115;;ZTE;;;http80,https443;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.116.157;;ZTE;;;http80,https443;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.116.187;;ZTE;;;http80,https443;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.116.194;;;;;http80,https443,ssh;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.116.22;;;Linux nwachinemerem_samuel 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;http80,snmp,ssh;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.116.38;;ZTE;;;http80,https443;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.116.5;;ZTE;;;http80,https443;NGA;37347.0;168.253.116.0/24;NGCOM
168.253.117.213;;;;;http80,https443,ssh;NGA;37347.0;168.253.117.0/24;NGCOM
168.253.117.241;;ZTE;;;http80,https443;NGA;37347.0;168.253.117.0/24;NGCOM
168.253.117.42;;;;;http80,https443;NGA;37347.0;168.253.117.0/24;NGCOM
168.253.118.177;;;;V2.5;http80,http8080,https443,ssh;NGA;37347.0;168.253.118.0/24;NGCOM
168.253.118.186;;;;;http80;NGA;37347.0;168.253.118.0/24;NGCOM
168.253.118.222;;;;;http80,https443;NGA;37347.0;168.253.118.0/24;NGCOM
168.253.118.255;;ZTE;;;http80,https443;NGA;37347.0;168.253.118.0/24;NGCOM
168.253.119.113;;ZTE;;;http80,https443;NGA;37347.0;168.253.119.0/24;NGCOM
168.253.119.115;;;;;http80,http8080,https443;NGA;37347.0;168.253.119.0/24;NGCOM
168.253.119.22;;ZTE;;;http80,https443;NGA;37347.0;168.253.119.0/24;NGCOM
168.253.119.243;;ZTE;;;http80;NGA;37347.0;168.253.119.0/24;NGCOM
168.253.119.247;;;;;http80,https443;NGA;37347.0;168.253.119.0/24;NGCOM
168.253.119.27;;;;;http80,ssh;NGA;37347.0;168.253.119.0/24;NGCOM
168.253.119.42;;;Linux noble_onyeaghala 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;http80,snmp,ssh;NGA;37347.0;168.253.119.0/24;NGCOM
168.90.138.4;;;;;ssh;BRA;265275.0;168.90.138.0/24;L.C.DE CARVALHO CARNEIRO-ME
168.90.53.73;;Mikrotik;;RouterOS,v7.8;http80,ssh;BRA;265314.0;168.90.53.0/24;Toolsoft Tecnologia Ltda
168.90.65.37;;;;;ssh;BRA;265268.0;168.90.64.0/23;Smart Solucoes Tecnologicas
168.90.88.85;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.88.0/24;MEGA TELE INFORMATICA
168.90.91.113;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.91.0/24;MEGA TELE INFORMATICA
168.90.91.114;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.91.0/24;MEGA TELE INFORMATICA
168.90.91.115;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.91.0/24;MEGA TELE INFORMATICA
168.90.91.116;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.91.0/24;MEGA TELE INFORMATICA
168.90.91.117;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.91.0/24;MEGA TELE INFORMATICA
168.90.91.118;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;BRA;265269.0;168.90.91.0/24;MEGA TELE INFORMATICA
169.239.44.10;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp;ZAF;327922.0;169.239.44.0/22;Perlcom-iSPOT
169.255.161.18;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;MUS;37722.0;169.255.161.0/24;Kaldera
169.255.188.108;;Mikrotik;;RouterOS,v6.47.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.116;;Mikrotik;;RouterOS,v7.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.120;;Mikrotik;;RouterOS,v6.47.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.65;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.70;;Mikrotik;;RouterOS,v6.48.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.72;;Mikrotik;;RouterOS,v6.48.6;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.78;;Mikrotik;;RouterOS,v6.48.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.81;;Mikrotik;;RouterOS,v7.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.91;;Mikrotik;;RouterOS,v7.1;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
169.255.188.95;;Mikrotik;;RouterOS,v6.44.4;http80;COD;327879.0;169.255.188.0/24;AJYWA-TELECOM
